interval_begin;interval_end;interval_id;edge_arrived;edge_density;edge_departed;edge_entered;edge_id;edge_laneChangedFrom;edge_laneChangedTo;edge_laneDensity;edge_left;edge_occupancy;edge_overlapTraveltime;edge_sampledSeconds;edge_speed;edge_timeLoss;edge_traveltime;edge_waitingTime
0.00;3600.00;measure_1;0;0.04;0;1;-10426300#1;0;0;0.04;1;0.02;5.31;5.31;8.85;1.94;4.72;0.00
0.00;3600.00;measure_1;0;;0;0;-10426300#3;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.28;1;5;-10426316#0;0;0;0.28;6;0.12;3.31;19.15;7.19;4.61;2.68;0.00
0.00;3600.00;measure_1;0;0.17;0;5;-10426316#2;0;0;0.17;5;0.08;15.08;75.39;8.37;7.13;14.43;0.00
0.00;3600.00;measure_1;0;0.22;0;4;-10426316#3;0;0;0.22;4;0.08;2.84;11.37;6.85;2.81;2.13;0.00
0.00;3600.00;measure_1;0;0.26;2;3;-10426316#4;0;0;0.26;5;0.11;4.68;21.71;5.99;7.15;3.98;0.00
0.00;3600.00;measure_1;0;0.03;1;0;-10426320#0;0;0;0.03;1;0.01;22.32;21.84;10.42;5.43;20.96;0.00
0.00;3600.00;measure_1;0;0.67;0;19;-10426320#1;0;0;0.67;19;0.30;4.85;92.23;8.87;27.29;4.15;0.00
0.00;3600.00;measure_1;0;0.41;0;15;-10426322;0;0;0.41;15;0.19;9.92;148.73;10.70;21.30;9.25;0.00
0.00;3600.00;measure_1;0;0.02;0;1;-10426324#2;0;0;0.02;1;0.01;16.75;16.75;12.64;1.78;16.38;0.00
0.00;3600.00;measure_1;0;2.71;0;69;-10426689#2;0;0;2.71;61;1.31;22.98;1531.90;7.06;336.09;22.19;45.00
0.00;3600.00;measure_1;0;3.08;0;69;-10426689#3;0;0;3.08;69;1.18;2.67;183.96;8.09;18.19;2.04;0.00
0.00;3600.00;measure_1;0;3.08;0;67;-10426689#5;0;0;3.08;67;1.34;5.05;338.60;7.03;73.46;4.38;0.00
0.00;3600.00;measure_1;0;2.61;2;71;-10426689#8;0;0;2.61;66;1.29;51.36;3659.60;7.68;513.30;50.70;0.00
0.00;3600.00;measure_1;0;2.93;0;71;-10426689#9;0;0;2.93;71;1.29;5.47;388.18;7.64;54.26;4.81;0.00
0.00;3600.00;measure_1;1;0.29;1;9;-10426695#0;0;0;0.29;9;0.13;5.09;50.45;10.46;5.97;4.48;0.00
0.00;3600.00;measure_1;0;0.23;0;8;-10426695#1;0;0;0.23;8;0.10;4.59;36.74;10.80;5.71;4.18;0.00
0.00;3600.00;measure_1;0;0.08;0;2;-10446859;0;0;0.08;2;0.03;9.00;18.00;7.43;5.96;7.99;0.00
0.00;3600.00;measure_1;0;;0;0;-105145705;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-105145710;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-105714023;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.09;0;3;-105714024;0;0;0.09;3;0.03;1.96;5.88;12.16;1.33;1.54;0.00
0.00;3600.00;measure_1;0;0.04;0;1;-105714029#1;0;0;0.04;1;0.02;8.09;8.09;7.85;1.11;7.53;0.00
0.00;3600.00;measure_1;0;0.03;0;1;-10580632#0;0;0;0.03;1;0.01;10.32;10.32;10.75;1.31;9.58;0.00
0.00;3600.00;measure_1;0;0.06;1;1;-10580632#2;0;0;0.06;2;0.03;12.53;24.52;9.49;5.72;11.74;0.00
0.00;3600.00;measure_1;0;0.05;0;2;-10580657#1;0;0;0.05;2;0.02;14.74;29.47;12.25;3.64;14.04;0.00
0.00;3600.00;measure_1;0;0.02;0;1;-10580657#4;0;0;0.02;1;0.01;9.77;9.77;11.72;2.43;9.16;0.00
0.00;3600.00;measure_1;0;23.57;0;363;-10594618#0;0;0;23.57;363;8.99;3.36;1220.35;5.76;614.72;2.44;13.00
0.00;3600.00;measure_1;0;19.73;0;363;-10594618#2;0;0;19.73;363;9.54;21.77;7902.45;5.34;5977.14;21.01;159.00
0.00;3600.00;measure_1;0;11.05;0;360;-10594618#3;0;0;11.05;360;5.09;6.79;2444.85;9.79;1352.82;6.16;0.00
0.00;3600.00;measure_1;0;7.14;0;360;-10594618#4;0;0;7.14;359;3.44;9.85;3544.46;14.51;1196.05;9.44;0.00
0.00;3600.00;measure_1;0;8.27;0;416;-10594618#5;0;0;8.27;414;3.85;4.85;2009.04;14.96;596.60;4.47;19.00
0.00;3600.00;measure_1;0;0.84;0;6;-10594619#0;0;0;0.84;6;0.41;22.89;137.32;2.19;111.15;21.70;96.00
0.00;3600.00;measure_1;0;0.08;0;3;-10594619#1;0;0;0.08;3;0.04;8.90;26.70;10.60;3.64;8.46;0.00
0.00;3600.00;measure_1;0;0.05;0;2;-10594619#2;0;0;0.05;2;0.02;4.33;8.67;11.46;1.26;3.74;0.00
0.00;3600.00;measure_1;1;0.10;0;3;-10594619#3;0;0;0.10;2;0.04;5.88;17.63;9.26;6.45;5.51;0.00
0.00;3600.00;measure_1;0;;0;0;-10594619#5;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-10594619#6;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.04;0;1;-10594620#0;0;0;0.04;1;0.02;4.19;4.19;8.51;1.26;3.38;0.00
0.00;3600.00;measure_1;0;0.03;0;1;-10594620#1;0;0;0.03;1;0.01;1.72;1.72;14.00;0.06;1.37;0.00
0.00;3600.00;measure_1;0;0.04;0;1;-10594620#2;0;0;0.04;1;0.02;5.64;5.64;8.58;2.27;5.26;0.00
0.00;3600.00;measure_1;0;;0;0;-10594621;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.24;0;8;-10594622#0;0;0;0.24;8;0.11;6.93;55.44;10.06;10.93;6.04;0.00
0.00;3600.00;measure_1;0;0.19;0;8;-10594622#1;0;0;0.19;8;0.09;4.73;37.87;12.83;2.81;4.36;0.00
0.00;3600.00;measure_1;0;0.17;0;7;-10594622#2;0;0;0.17;7;0.08;5.76;40.34;12.39;4.16;5.38;0.00
0.00;3600.00;measure_1;0;0.15;0;6;-10594622#3;0;0;0.15;6;0.07;4.38;26.30;12.61;1.72;3.99;0.00
0.00;3600.00;measure_1;0;;0;0;-10594623;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-10594624#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.43;0;16;-10594629#0;0;0;0.43;16;0.20;10.75;171.93;10.69;18.72;9.92;0.00
0.00;3600.00;measure_1;0;0.50;0;17;-10594629#2;0;0;0.50;17;0.20;2.36;40.11;11.52;3.34;1.91;0.00
0.00;3600.00;measure_1;0;0.06;1;1;-10594631;0;0;0.06;2;0.03;10.51;20.45;9.12;7.27;9.77;0.00
0.00;3600.00;measure_1;0;0.81;0;46;-10594731#0;0;0;0.81;46;0.38;7.83;360.13;16.50;63.97;7.05;0.00
0.00;3600.00;measure_1;0;0.06;0;2;-10594783#2;0;0;0.06;2;0.03;18.74;37.48;9.31;10.68;14.53;5.00
0.00;3600.00;measure_1;0;0.08;2;0;-10594783#3;0;0;0.08;2;0.04;6.85;12.23;6.99;5.75;6.47;0.00
0.00;3600.00;measure_1;0;0.48;0;18;-10594882#12;0;0;0.48;18;0.23;9.99;179.79;10.86;33.49;9.25;0.00
0.00;3600.00;measure_1;0;0.91;1;18;-10594882#17;0;0;0.91;19;0.37;3.76;70.72;7.09;33.50;3.01;0.00
0.00;3600.00;measure_1;35;0.85;0;37;-10633406#0;0;0;0.85;2;0.41;29.33;1083.12;12.26;126.86;28.92;0.00
0.00;3600.00;measure_1;0;;0;0;-10633406#5;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;1;0.03;0;1;-10633408#1;0;0;0.03;0;0.02;20.04;20.04;8.23;2.08;19.48;0.00
0.00;3600.00;measure_1;0;;0;0;-10633408#2;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-10633408#3;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.41;0;14;-10633409#0;0;0;0.41;14;0.20;32.16;450.26;9.54;259.38;30.87;188.00
0.00;3600.00;measure_1;0;0.34;0;11;-10633409#1;0;0;0.34;11;0.12;1.20;13.25;13.07;5.74;0.85;0.00
0.00;3600.00;measure_1;0;17.76;0;100;-10633412#1;0;0;17.76;100;8.80;89.99;8999.33;1.62;7897.22;89.04;6551.00
0.00;3600.00;measure_1;0;;0;0;-10633413#5;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-106362617;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.05;0;2;-10639381#1;0;0;0.05;2;0.02;14.99;29.98;11.21;3.59;14.19;0.00
0.00;3600.00;measure_1;0;0.04;0;1;-10639382;0;0;0.04;1;0.02;8.41;8.41;8.27;2.68;7.57;0.00
0.00;3600.00;measure_1;0;0.08;0;2;-10639386#1;0;0;0.08;2;0.03;4.47;8.95;8.23;3.15;3.86;0.00
0.00;3600.00;measure_1;0;;0;0;-10639386#15;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.83;0;21;-10639389#0;0;0;0.83;20;0.40;15.95;330.98;7.22;142.43;14.82;86.00
0.00;3600.00;measure_1;0;0.42;0;14;-10639389#1;0;0;0.42;14;0.15;1.45;20.31;12.66;0.88;1.05;0.00
0.00;3600.00;measure_1;0;0.16;1;4;-10639389#10;0;0;0.16;5;0.07;2.63;12.64;10.18;3.13;2.20;0.00
0.00;3600.00;measure_1;0;0.11;0;4;-10639389#11;0;0;0.11;4;0.05;2.59;10.38;11.92;1.39;2.20;0.00
0.00;3600.00;measure_1;0;0.07;0;3;-10639389#12;0;0;0.07;3;0.03;5.46;16.37;12.43;2.15;5.09;0.00
0.00;3600.00;measure_1;0;1.98;1;39;-10639389#13;0;0;1.98;40;0.89;7.47;298.08;6.27;134.60;6.56;0.00
0.00;3600.00;measure_1;0;1.36;0;39;-10639389#14;0;0;1.36;39;0.56;2.84;110.59;9.74;29.91;2.28;0.00
0.00;3600.00;measure_1;0;1.33;0;39;-10639389#15;0;0;1.33;39;0.48;1.55;60.57;11.35;9.10;1.11;0.00
0.00;3600.00;measure_1;0;1.81;0;57;-10639389#16;0;0;1.81;57;0.83;6.43;366.69;9.50;97.28;5.86;0.00
0.00;3600.00;measure_1;0;1.46;0;58;-10639389#17;0;0;1.46;58;0.70;9.48;549.93;11.53;73.81;8.97;0.00
0.00;3600.00;measure_1;0;1.63;0;64;-10639389#19;0;0;1.63;64;0.77;11.89;761.26;11.31;118.06;11.44;0.00
0.00;3600.00;measure_1;0;0.38;1;13;-10639389#2;0;0;0.38;14;0.17;3.29;45.56;11.65;5.36;2.88;0.00
0.00;3600.00;measure_1;0;0.35;0;12;-10639389#3;0;0;0.35;12;0.14;2.13;25.60;11.97;2.27;1.73;0.00
0.00;3600.00;measure_1;0;0.28;0;10;-10639389#4;0;0;0.28;10;0.12;4.37;43.75;11.23;5.91;3.98;0.00
0.00;3600.00;measure_1;0;0.20;0;7;-10639389#6;0;0;0.20;7;0.09;4.49;31.43;10.91;4.67;4.08;0.00
0.00;3600.00;measure_1;0;0.11;0;4;-10639389#7;0;0;0.11;4;0.05;3.93;15.71;11.62;0.97;3.50;0.00
0.00;3600.00;measure_1;0;0.43;0;9;-10639389#8;0;0;0.43;9;0.15;1.84;16.57;8.59;2.74;1.14;0.00
0.00;3600.00;measure_1;0;0.28;2;7;-10639389#9;0;0;0.28;9;0.13;4.12;36.09;9.85;9.00;3.72;0.00
0.00;3600.00;measure_1;0;0.09;1;2;-10639391;0;0;0.09;3;0.04;12.88;38.11;9.55;9.58;11.75;0.00
0.00;3600.00;measure_1;0;0.31;0;3;-10647280#0;0;0;0.31;3;0.14;9.88;29.64;3.22;22.35;8.78;16.00
0.00;3600.00;measure_1;0;0.08;0;3;-10647280#1;0;0;0.08;3;0.04;5.06;15.19;11.39;2.30;4.67;0.00
0.00;3600.00;measure_1;0;0.05;0;2;-10647280#2;0;0;0.05;2;0.02;7.65;15.29;11.04;2.92;7.26;0.00
0.00;3600.00;measure_1;0;0.03;1;0;-10647290;0;0;0.03;1;0.01;19.90;19.37;9.62;4.01;18.92;0.00
0.00;3600.00;measure_1;0;;0;0;-10647313#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-10647313#2;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-10647344;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.08;0;2;-106512686#2;0;0;0.08;2;0.04;28.37;56.75;6.98;5.71;27.65;0.00
0.00;3600.00;measure_1;0;;0;0;-106512688;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-106512689#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;1;0.14;0;2;-106517225;0;0;0.14;1;0.04;2.52;4.11;5.28;1.57;1.76;0.00
0.00;3600.00;measure_1;0;;0;0;-106517227;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.27;0;1;-10683525;0;0;0.27;1;0.13;30.79;30.79;1.18;27.94;27.71;20.00
0.00;3600.00;measure_1;0;0.17;1;5;-10753214#0;0;0;0.17;6;0.08;11.73;69.88;10.30;14.61;11.05;0.00
0.00;3600.00;measure_1;0;0.08;0;3;-10753214#1;0;0;0.08;3;0.03;4.19;12.58;11.93;1.09;3.80;0.00
0.00;3600.00;measure_1;0;0.07;0;2;-10753214#2;0;0;0.07;2;0.03;2.25;4.50;10.41;1.03;1.80;0.00
0.00;3600.00;measure_1;0;0.03;0;1;-10753286#0;0;0;0.03;1;0.01;5.11;5.11;10.80;1.14;4.38;0.00
0.00;3600.00;measure_1;0;0.02;0;1;-10753286#1;0;0;0.02;1;0.01;4.13;4.13;14.64;0.32;3.80;0.00
0.00;3600.00;measure_1;4;0.13;0;5;-10753286#3;0;0;0.13;1;0.06;4.09;20.42;11.63;2.81;3.60;0.00
0.00;3600.00;measure_1;0;0.18;0;6;-10753286#4;0;0;0.18;6;0.07;2.45;14.72;11.30;1.70;1.90;0.00
0.00;3600.00;measure_1;0;0.24;0;6;-10753286#6;0;0;0.24;6;0.11;5.08;30.47;7.79;13.07;4.44;0.00
0.00;3600.00;measure_1;0;0.52;0;16;-10753365#0;0;0;0.52;16;0.23;5.28;84.48;9.53;20.80;4.55;0.00
0.00;3600.00;measure_1;0;0.55;1;16;-10753365#1;0;0;0.55;17;0.23;3.87;65.33;9.88;17.37;3.40;0.00
0.00;3600.00;measure_1;0;;0;0;-10753365#3;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.56;0;19;-10753515;0;0;0.56;19;0.26;8.00;152.09;9.98;34.65;7.28;0.00
0.00;3600.00;measure_1;0;0.18;0;2;-10753724#0;0;0;0.18;2;0.04;1.39;2.78;6.65;1.35;0.75;0.00
0.00;3600.00;measure_1;0;0.03;0;1;-10753724#1;0;0;0.03;1;0.01;2.18;2.18;11.88;0.07;1.75;0.00
0.00;3600.00;measure_1;0;0.09;1;2;-10753753;0;0;0.09;3;0.04;9.96;29.36;9.78;6.41;9.40;0.00
0.00;3600.00;measure_1;0;;0;0;-10753987;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-10754011#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.05;0;2;-10754011#1;0;0;0.05;2;0.02;8.52;17.04;10.90;2.61;7.64;0.00
0.00;3600.00;measure_1;0;0.03;0;1;-10754011#2;0;0;0.03;1;0.01;6.18;6.18;8.89;2.48;5.82;0.00
0.00;3600.00;measure_1;0;3.71;0;148;-10754572#0;0;0;3.71;148;1.71;5.54;819.65;12.00;80.96;5.12;0.00
0.00;3600.00;measure_1;0;3.42;0;146;-10754572#2;0;0;3.42;146;1.68;26.45;3861.92;12.04;366.57;26.04;0.00
0.00;3600.00;measure_1;0;0.22;0;3;-10754769#2;0;0;0.22;3;0.10;19.04;57.13;4.11;39.14;17.92;27.00
0.00;3600.00;measure_1;0;0.11;0;3;-10754869;0;0;0.11;3;0.05;5.22;15.65;8.72;3.94;4.41;0.00
0.00;3600.00;measure_1;0;;0;0;-10754886#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-10754886#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.06;0;1;-10754950#1;0;0;0.06;1;0.02;5.09;5.09;5.99;2.32;4.40;0.00
0.00;3600.00;measure_1;0;0.03;0;1;-10755243;0;0;0.03;1;0.01;12.62;12.62;10.78;1.56;12.10;0.00
0.00;3600.00;measure_1;0;0.04;0;1;-10755322#0;0;0;0.04;1;0.02;5.98;5.98;8.16;2.13;4.52;0.00
0.00;3600.00;measure_1;0;0.05;0;2;-10755322#1;0;0;0.05;2;0.02;7.14;14.29;12.42;0.85;6.48;0.00
0.00;3600.00;measure_1;0;0.11;0;4;-10755322#3;0;0;0.11;4;0.05;8.46;33.86;10.81;4.02;7.84;0.00
0.00;3600.00;measure_1;0;;0;0;-10755374;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-107731796;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-107755355;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.07;0;6;-107916294;0;0;0.07;6;0.03;39.71;238.29;24.11;7.33;39.47;0.00
0.00;3600.00;measure_1;0;0.24;0;4;-10804042#0;0;0;0.24;4;0.11;10.27;41.10;5.12;24.79;9.26;13.00
0.00;3600.00;measure_1;0;0.09;0;3;-10804042#1;0;0;0.09;3;0.03;1.57;4.71;12.92;0.66;1.20;0.00
0.00;3600.00;measure_1;0;0.23;0;10;-10804348;0;0;0.23;9;0.11;13.08;119.16;11.56;16.62;12.20;0.00
0.00;3600.00;measure_1;0;0.10;0;5;-10804370#0;0;0;0.10;5;0.05;15.87;79.36;13.80;3.61;15.51;0.00
0.00;3600.00;measure_1;0;0.13;1;4;-10804370#1;0;0;0.13;5;0.06;8.55;42.27;11.02;10.03;8.18;0.00
0.00;3600.00;measure_1;0;;0;0;-10804430#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-10804430#2;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.10;0;3;-10805330#1;0;0;0.10;3;0.04;5.28;15.84;9.21;3.21;4.48;0.00
0.00;3600.00;measure_1;0;0.09;0;3;-10805330#2;0;0;0.09;3;0.04;3.22;9.66;10.81;1.59;2.80;0.00
0.00;3600.00;measure_1;1;0.11;2;2;-10805330#3;0;0;0.11;3;0.05;11.85;46.38;9.95;8.36;10.91;0.00
0.00;3600.00;measure_1;0;0.08;0;3;-10805330#4;0;0;0.08;3;0.03;2.75;8.26;12.77;1.09;2.29;0.00
0.00;3600.00;measure_1;1;0.11;0;4;-10805330#5;0;0;0.11;3;0.05;5.84;23.37;10.61;5.83;5.47;0.00
0.00;3600.00;measure_1;0;;0;0;-108821251;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-108821252;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-108821253;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.07;1;0;-108821254;0;0;0.07;1;0.03;7.18;5.95;4.15;2.71;6.05;0.00
0.00;3600.00;measure_1;0;0.06;1;0;-108821255#0;0;0;0.06;1;0.03;8.63;7.57;4.81;4.03;6.98;0.00
0.00;3600.00;measure_1;0;0.05;0;1;-108821255#1;0;0;0.05;1;0.02;5.67;5.67;6.36;2.86;4.73;0.00
0.00;3600.00;measure_1;0;0.05;1;0;-108821259;0;0;0.05;1;0.02;8.93;8.10;6.12;3.75;8.22;0.00
0.00;3600.00;measure_1;0;0.04;0;1;-108821260;0;0;0.04;1;0.02;5.70;5.70;8.19;1.64;5.21;0.00
0.00;3600.00;measure_1;0;0.31;0;9;-108821263#0;0;0;0.31;8;0.14;9.45;84.48;8.57;24.04;8.59;9.00
0.00;3600.00;measure_1;0;0.20;0;7;-108821263#1;0;0;0.20;7;0.09;4.28;29.94;11.08;3.86;3.86;0.00
0.00;3600.00;measure_1;0;0.09;0;2;-108821264;0;0;0.09;2;0.04;6.52;13.05;6.76;5.44;5.74;0.00
0.00;3600.00;measure_1;0;;0;0;-108831887;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.07;1;0;-108831889;0;0;0.07;1;0.03;5.19;3.98;4.20;2.22;4.63;0.00
0.00;3600.00;measure_1;0;0.05;0;1;-108831890;0;0;0.05;1;0.02;6.69;6.69;6.66;3.26;5.94;0.00
0.00;3600.00;measure_1;0;0.16;1;5;-10905059#1;0;0;0.16;6;0.08;10.36;61.66;10.80;12.87;9.61;0.00
0.00;3600.00;measure_1;0;0.10;0;4;-10905059#2;0;0;0.10;4;0.05;6.52;26.08;11.82;4.42;6.15;0.00
0.00;3600.00;measure_1;0;0.03;0;1;-10905059#3;0;0;0.03;1;0.01;3.35;3.35;11.08;0.41;2.94;0.00
0.00;3600.00;measure_1;0;;0;0;-10905066#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.03;1;0;-10905066#1;0;0;0.03;1;0.02;11.80;11.20;8.44;4.34;10.80;0.00
0.00;3600.00;measure_1;0;;0;0;-10905067;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.03;0;1;-10905071#0;0;0;0.03;1;0.01;3.64;3.64;10.75;0.45;3.14;0.00
0.00;3600.00;measure_1;0;0.06;1;0;-10905071#1;0;0;0.06;1;0.03;5.45;4.37;4.73;2.73;5.05;0.00
0.00;3600.00;measure_1;0;0.13;1;2;-10905073;0;0;0.13;3;0.06;6.69;19.34;7.11;8.50;5.85;0.00
0.00;3600.00;measure_1;0;;0;0;-109177301;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-109177311;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.75;1;26;-109177314;0;0;0.75;27;0.34;6.83;183.98;10.72;40.67;6.45;0.00
0.00;3600.00;measure_1;0;0.05;0;2;-110256838#9;0;0;0.05;2;0.02;11.57;23.14;11.27;5.42;11.02;0.00
0.00;3600.00;measure_1;0;;0;0;-110256855#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;1;0.02;0;1;-110256855#2;0;0;0.02;0;0.01;30.84;30.84;13.04;1.41;30.44;0.00
0.00;3600.00;measure_1;0;;0;0;-110256861#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;4.39;0;184;-110256863#11;0;0;4.39;183;2.09;8.65;1586.24;12.18;139.82;8.24;0.00
0.00;3600.00;measure_1;0;118.76;1;182;-110256863#12;0;0;118.76;183;2.29;0.47;85.51;11.13;14.29;0.02;0.00
0.00;3600.00;measure_1;0;4.98;0;188;-110256863#3;0;0;4.98;187;2.44;27.41;5142.79;10.65;1051.00;26.73;0.00
0.00;3600.00;measure_1;0;4.46;0;186;-110256863#6;0;0;4.46;186;2.19;27.96;5201.42;11.77;627.60;27.53;0.00
0.00;3600.00;measure_1;0;4.96;0;183;-110256863#7;0;0;4.96;183;2.11;2.79;510.43;12.05;50.15;2.37;0.00
0.00;3600.00;measure_1;0;0.12;0;2;-110256873;0;0;0.12;2;0.04;2.61;5.22;6.48;2.45;1.90;0.00
0.00;3600.00;measure_1;0;0.37;0;1;-110256876;0;0;0.37;1;0.03;1.27;1.27;4.70;0.84;0.26;0.00
0.00;3600.00;measure_1;0;;0;0;-110382782;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-110382783;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-110382785;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;1;0.29;0;2;-110382790;0;0;0.29;1;0.05;1.42;2.46;5.17;1.20;0.49;0.00
0.00;3600.00;measure_1;0;0.23;0;1;-110382792#0;0;0;0.23;1;0.04;2.35;2.35;3.36;0.81;0.77;0.00
0.00;3600.00;measure_1;0;;0;0;-110382792#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-110382795;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-110532245;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-110532254;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-110532257;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-110532259;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-11064750#12;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.10;0;7;-11064752#1;0;0;0.10;7;0.05;33.86;237.03;19.39;18.95;33.13;0.00
0.00;3600.00;measure_1;1;0.04;0;1;-110666117#0;0;0;0.04;0;0.02;5.12;5.12;8.52;1.46;4.68;0.00
0.00;3600.00;measure_1;0;;0;0;-110666117#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-110666117#2;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.05;1;0;-110666118;0;0;0.05;1;0.02;8.07;7.23;6.13;3.84;7.22;0.00
0.00;3600.00;measure_1;0;;0;0;-110666119;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-110691205#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.14;0;1;-110691205#1;0;0;0.14;1;0.03;1.67;1.67;5.02;0.67;0.78;0.00
0.00;3600.00;measure_1;0;;0;0;-110691211;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-110691236;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.22;1;0;-110691239;0;0;0.22;1;0.04;2.47;1.73;2.90;1.31;;0.00
0.00;3600.00;measure_1;0;;0;0;-110691241;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.26;1;0;-110691249;0;0;0.26;1;0.04;2.56;1.84;2.72;1.23;;0.00
0.00;3600.00;measure_1;0;;0;0;-110691255;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-110691256;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.19;0;1;-110691260;0;0;0.19;1;0.03;1.43;1.43;4.96;0.62;0.48;0.00
0.00;3600.00;measure_1;0;;0;0;-11084924#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-11084924#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-11085007#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-11085007#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-11085053;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;19.54;0;813;-11085908#3;268;268;9.77;806;4.66;9.46;7661.26;12.04;766.28;9.05;0.00
0.00;3600.00;measure_1;0;26.49;0;636;-11086192#3;0;0;26.49;627;13.13;52.96;33465.56;6.72;16654.70;52.39;9856.00
0.00;3600.00;measure_1;0;0.52;0;8;-11088163;0;0;0.26;8;0.12;12.94;103.55;4.63;69.74;11.80;40.00
0.00;3600.00;measure_1;0;46.51;0;138;-11089071#4;0;0;46.51;117;23.08;214.79;27473.51;0.79;25797.58;212.73;17879.00
0.00;3600.00;measure_1;0;37.34;0;143;-11089071#5;0;0;37.34;141;17.83;25.22;3579.38;1.25;3241.98;23.69;2349.00
0.00;3600.00;measure_1;0;39.34;0;152;-11089071#6;0;0;39.34;143;19.48;64.57;9525.69;1.12;8722.90;63.77;7128.00
